bytes_in,bytes_out,bytes_ratio,hour_sin,hour_cos,src_ip_country_code_AE,src_ip_country_code_AT,src_ip_country_code_CA,src_ip_country_code_DE,src_ip_country_code_IL,src_ip_country_code_NL,src_ip_country_code_US,src_ip_136.226.64.114,src_ip_136.226.67.101,src_ip_136.226.77.103,src_ip_136.226.80.97,src_ip_147.161.131.1,src_ip_147.161.161.82,src_ip_155.91.45.242,src_ip_165.225.209.4,src_ip_165.225.212.255,src_ip_165.225.213.7,src_ip_165.225.240.79,src_ip_165.225.26.101,src_ip_165.225.33.6,src_ip_165.225.8.79,src_ip_192.241.205.18,src_ip_192.241.230.19,src_ip_198.235.24.81,src_ip_65.49.1.104,src_ip_65.49.1.69,src_ip_65.49.1.72,src_ip_65.49.1.74,src_ip_65.49.1.76,src_ip_65.49.1.94,src_ip_65.49.1.95,src_ip_65.49.1.96,src_ip_65.49.1.97,src_ip_65.49.1.99,src_ip_94.188.248.74
0.013009772623487303,-0.14888777538506703,2.877788161153433,-0.1471398198504472,0.8256024111386974,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.104871828199997,4.26894423219876,1.452293711310854,1.293348085497768,-1.0369896504634855,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.28869798469655433,-0.32186317126475794,-0.33470750249049536,1.293348085497768,-1.0369896504634855,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.19246395843945754,-0.10967771359017502,3.935340345332871,1.293348085497768,-1.0369896504634855,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2886834987608509,-0.28889339591306984,-0.46484812638698625,1.293348085497768,-1.0369896504634855,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.097591438347744,4.003543435094791,1.5687702859261232,1.293348085497768,-1.0369896504634855,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19503835064620817,-0.09678059765403195,3.714482053695094,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17939836873180257,-0.13959807944568792,4.486061066699306,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.112199538775546,4.055953195984595,1.5508094174362546,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.287767021895351,-0.27693939631595005,-0.4399441137676665,0.9163422282406332,-1.3001376485573375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.011896769896945008,-0.18194400306783226,3.6068558952875263,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.583736899808636,5.6763056594548065,1.498296735778583,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19859488929364735,-0.02306819645653905,2.731740818866714,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.794326190096383,5.788548292752812,1.5321032487643422,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.28865838980563174,-0.28889339591306984,-0.46366077950881573,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.796403231843985,5.802781490169238,1.528067424921466,0.9163422282406332,-1.3001376485573375,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
